customer_id,full_name,phone_number,age,district,subscription_plan,registration_date,is_fraud,credit_score
VF-000228,Amr Abdallah El-Masry,1058116670,64,Nasr City - Zone 7,Postpaid Business,5/5/2022,0,749.4
VF-000229,Wael Omar Hanafi,1097836731,69,Nasr City - Mostafa El-Nahas,Prepaid Plus,2/9/2022,0,829.7
VF-000230,Shimaa Sayed Rida,1093302863,25,Nasr City - El Mirghany,Prepaid Basic,5/13/2022,0,608.5
VF-000231,Adel Hassan Ali,1071414198,30,Nasr City - Zone 10,Postpaid 200,9/23/2022,0,825
VF-000232,Ghada Ahmed Mahmoud,1031264801,46,Nasr City - Zone 8,Prepaid Plus,12/22/2024,0,603.4
VF-000233,Yasmin Mohamed Abdullah,1081274148,52,Nasr City - Zone 7,Postpaid 100,11/4/2025,0,824.4
VF-000234,Omar Ramadan Badawi,1050024028,55,Nasr City - Zone 8,Prepaid Plus,7/22/2025,0,776.7
VF-000235,Tarek Fathi Zidan,1040107903,66,Nasr City - Zone 7,Prepaid Plus,8/29/2023,0,213.4
VF-000236,Karim Omar El-Gazzar,1098848098,52,Nasr City - Abbas El-Akkad,Prepaid Basic,8/4/2022,0,896.3
VF-000237,Amira Hassan El-Sayed,1098916958,62,Nasr City - Zone 1,Postpaid 100,7/25/2023,0,663.2
VF-000238,Hussein Ibrahim Ramadan,1045298445,24,Nasr City - El Mirghany,Prepaid Plus,7/4/2022,0,339.8
VF-000239,Ashraf Fathi El-Masry,1024821786,33,Nasr City - Zone 1,Prepaid Basic,2/26/2022,0,262.3
VF-000240,Hassan Abdel Rida,1033448079,36,Nasr City - Zone 8,Postpaid 200,8/22/2025,0,269.9
VF-000241,Mohamed Hassan Qasim,1093457527,59,Nasr City - Zone 3,Postpaid 100,12/1/2023,0,826.2
VF-000242,Heba Ramadan Nasser,1017871385,48,Nasr City - El Zahraa,Prepaid Plus,4/15/2025,0,292.8
VF-000243,Hana Ramadan El-Gazzar,1027536261,40,Nasr City - Abbas El-Akkad,Prepaid Basic,1/31/2022,0,816
VF-000244,Ashraf Magdy El-Gazzar,1099904987,65,Nasr City - Abbas El-Akkad,Postpaid Business,8/31/2024,0,884.5
VF-000245,Aya Ramadan Ali,1031062435,70,Nasr City - Mostafa El-Nahas,Postpaid Business,8/13/2025,1,208.2
VF-000246,Heba Ahmed Badawi,1020580463,32,Nasr City - Mostafa El-Nahas,Postpaid 200,8/30/2023,0,772
VF-000247,Ghada Mohamed Hassan,1022199793,43,Nasr City - El Zahraa,Prepaid Basic,10/18/2022,0,584.4
VF-000248,Noha Nabil Khalil,1093182506,21,Nasr City - Zone 7,Postpaid 200,1/23/2024,0,592.1
VF-000249,Tarek Nabil Khalil,1024270328,58,Nasr City - Zone 8,Postpaid Business,12/29/2022,0,461.7
VF-000250,Youssef Ibrahim El-Banna,1024464073,43,Nasr City - Zone 7,Postpaid 200,11/7/2024,0,701.8
VF-000251,Shimaa Magdy Ali,1068090825,49,Nasr City - Zone 1,Postpaid Business,8/25/2025,0,587.3
VF-000252,Omar Ramadan Qasim,1066192230,56,Nasr City - Abbas El-Akkad,Postpaid 100,2/4/2023,0,817
VF-000253,Dina Hassan Mansour,1052132393,56,Nasr City - Mostafa El-Nahas,Postpaid 100,12/27/2021,0,583.5
VF-000254,Dina Mahmoud Badawi,1088222933,52,Nasr City - Zone 10,Prepaid Basic,12/12/2023,0,593.6
VF-000255,Fatima Magdy Hassan,1036830448,19,Nasr City - El Zahraa,Prepaid Plus,8/16/2025,0,669.2
VF-000256,Rana Lotfy Abdullah,1085414925,40,Nasr City - El Mirghany,Prepaid Basic,6/20/2022,0,807.6
VF-000257,Nour Ramadan Salamah,1043734435,44,Nasr City - Zone 10,Postpaid Business,8/14/2025,0,209.1
VF-000258,Shimaa Lotfy Hanafi,1019995059,56,Nasr City - Zone 7,Prepaid Plus,4/9/2024,0,514.2
VF-000259,Mostafa Omar Mahmoud,1053302669,39,Nasr City - El Mirghany,Prepaid Plus,9/12/2025,0,307.6
VF-000260,Sara Gamal Badawi,1031390345,32,Nasr City - Zone 3,Postpaid Business,7/16/2025,0,750.4
VF-000261,Reem Abdallah El-Gazzar,1097147586,57,Nasr City - Mostafa El-Nahas,Postpaid100,10/10/2022,1,776.6
VF-000262,Yasmin Ibrahim Salamah,1060326016,34,Nasr City - Mostafa El-Nahas,Postpaid 100,10/13/2025,0,837.9
VF-000263,Omar Mahmoud El-Gazzar,1099970857,52,Nasr City - Mostafa El-Nahas,Prepaid Basic,5/29/2022,1,245.8
VF-000264,Ghada Ali Hanafi,1015085015,61,Nasr City - Zone 3,Prepaid Basic,5/7/2023,0,701.8
VF-000265,Salma Ramadan Rida,1025878730,58,Nasr City - El Zahraa,Postpaid 200,2/24/2024,0,211.8
VF-000266,Walid Magdy Hassan,1068743898,36,Nasr City - Zone 8,Postpaid Business,6/8/2025,0,397.1
VF-000267,Ghada Hassan El-Sharkawi,1028974879,999,Nasr City - Zone 10,Prepaid Basic,10/26/2022,0,812.3
VF-000268,Rana Farouk Awad,1043922427,50,Nasr City - Zone 3,Prepaid Plus,11/21/2024,0,354.6
VF-000269,Ghada Lotfy Ibrahim,1087926229,36,Nasr City - Zone 2,Postpaid 100,5/15/2025,0,338.2
VF-000270,Tarek Fathi Rida,1085907105,39,Nasr City - Abbas El-Akkad,Postpaid 100,1/12/2022,0,608.9
VF-000271,Heba Nabil Ali,1050999730,61,Nasr City - Zone 10,Postpaid 200,4/30/2023,0,511.8
VF-000272,Hassan Ali Hanafi,1088100019,22,Nasr City - Zone 1,Postpaid Business,5/19/2022,0,221.8
VF-000273,Ghada Hassan Zidan,1077259613,43,Nasr City - Zone 7,Postpaid Business,4/16/2024,0,293.7
VF-000274,Hany Magdy Ali,1098504955,46,Nasr City - Zone 3,Prepaid Plus,9/30/2022,0,864.1
VF-000275,Ali Omar Zidan,1058486337,32,Nasr City - Zone 1,Prepaid Plus,1/7/2023,0,835.4
VF-000276,Heba Lotfy Helmy,1020447168,29,Nasr City - El Zahraa,Postpaid 200,11/15/2023,0,611.4
VF-000277,Amira Mohamed Badawi,1096366021,26,Nasr City - El Mirghany,Prepaid Plus,8/18/2024,0,254
VF-000278,Noha Ibrahim Shahatah,1096873663,61,Nasr City - El Mirghany,Postpaid 200,9/27/2024,0,613.6
VF-000279,Amr Hassan Abdullah,1090444404,28,Nasr City - Zone 8,Prepaid Plus,1/9/2023,0,870.8
VF-000280,Sami Fathi El-Banna,1088201440,48,Nasr City - Zone 3,Prepaid Plus,8/14/2023,0,620.6
VF-000281,Eman Ali Farouk,1080157128,42,Nasr City - El Zahraa,Prepaid Plus,4/24/2025,0,211.6
VF-000282,Tamer Lotfy Badawi,1090996996,999,Nasr City - Zone 2,Prepaid Basic,3/21/2023,0,661.6
VF-000283,Tamer Fathi Ramadan,1087325627,67,Nasr City - El Zahraa,Postpaid 100,8/14/2022,0,763.2
VF-000284,Heba Abdallah Mahmoud,1010965569,63,Nasr City - Zone 1,Postpaid Business,12/28/2022,0,282.5
VF-000285,Heba Lotfy Mansour,1063345392,54,Nasr City - Zone 10,Postpaid Business,5/17/2024,0,894.3
VF-000286,Reem Nabil El-Gazzar,1040839382,63,Nasr City - El Zahraa,Prepaid Plus,3/23/2022,0,283.4
VF-000287,Mostafa Ramadan Awad,1068435370,18,Nasr City - Zone 2,Prepaid Plus,4/12/2023,0,848.1
VF-000288,Eman Magdy El-Sharkawi,1068917831,63,Nasr City - Abbas El-Akkad,postpaid business,12/9/2024,0,648.2
VF-000289,Ayman Ahmed Zidan,1063611082,33,Nasr City - Zone 1,Prepaid Plus,6/8/2025,0,897.8
VF-000290,Bassam Sayed Hanafi,1047112255,,Nasr City - Abbas El-Akkad,Postpaid 100,12/22/2023,0,874.3
VF-000291,Bassam Ali Badawi,1082196170,36,Nasr City - Zone 10,Prepaid Basic,1/16/2023,0,869.7
VF-000292,Doaa Salah Helmy,1095048646,19,Nasr City - El Mirghany,Prepaid Basic,6/22/2024,0,247.3
VF-000293,Ashraf Omar Farouk,1055901507,36,Nasr City - Zone 2,Postpaid 200,2/22/2022,0,724.2
VF-000294,Nader Abdallah Farouk,1043513553,65,Nasr City - Zone 7,Postpaid 100,10/5/2024,0,360.4
VF-000295,Eman Mohamed El-Gazzar,1076080806,52,Nasr City - Zone 1,Postpaid 200,11/3/2023,0,634.5
VF-000296,Yasmin Abdel El-Gazzar,1074199033,54,Nasr City - Zone 3,Prepaid Basic,12/22/2022,0,759.5
VF-000297,Ashraf Magdy Rida,1087981603,38,Nasr City - Zone 1,Prepaid Basic,2/21/2022,0,347.5
VF-000298,Aya Mahmoud Shahatah,1058999937,45,Nasr City - Zone 7,Postpaid 200,12/28/2021,0,726.5
VF-000299,Wael Omar Ramadan,1030072000,999,Nasr City - Mostafa El-Nahas,Postpaid 200,10/14/2023,0,337.2
VF-000300,Amira Sayed Gamal,1031923376,53,Nasr City - Abbas El-Akkad,Prepaid Basic,9/9/2023,0,269.3
VF-000301,Aya Lotfy Abdel-Aziz,1057122567,69,Nasr City - Zone 8,Postpaid 100,10/23/2025,0,488.2
VF-000302,Aya Gamal Qasim,1048456543,50,Nasr City - El Mirghany,Postpaid 200,6/25/2025,0,466.7
VF-000303,Sara Ali Ahmed,1045899536,39,Nasr City - Zone 7,Postpaid 100,2/23/2024,0,657.1
VF-000304,Salma Mahmoud Ahmed,1020746107,19,Nasr City - Zone 3,Prepaid Plus,3/18/2022,0,376.2
VF-000305,Nada Ali Hassan,1062324272,34,Nasr City - Abbas El-Akkad,Prepaid Plus,6/13/2025,0,658.4
VF-000306,Ahmed Nabil El-Banna,1083624500,38,Nasr City - El Mirghany,Postpaid 200,11/21/2022,0,854.4
VF-000307,Nada Lotfy El-Sharkawi,1069305486,40,,Postpaid Business,8/24/2024,0,763.3
VF-000308,Walid Sayed Shahatah,1067772049,52,Nasr City - Zone 1,Postpaid 200,3/31/2023,0,409.7
VF-000309,Yasmin Abdel Ahmed,1066672010,63,Nasr City - El Zahraa,Postpaid 200,9/7/2024,0,384.1
VF-000310,Salma Abdallah El-Banna,1071115104,,Nasr City - Zone 3,Prepaid Plus,4/18/2024,0,277.2
VF-000311,Mostafa Ibrahim El-Sharkawi,1030224423,35,Nasr City - Zone 3,POSTPAID 100,11/16/2025,0,363
VF-000312,Tarek Ali Khalil,1019581091,66,Nasr City - Zone 3,,6/5/2024,0,743
VF-000313,Karim Salah Farouk,1022611138,65,Nasr City - Zone 1,Prepaid Plus,5/4/2023,0,714.7
VF-000314,Wael Lotfy Badawi,1058375646,25,Nasr City - Zone 8,Postpaid 200,5/5/2022,0,409.2
VF-000315,Tamer Omar Helmy,1087990837,25,Nasr City - El Zahraa,Prepaid Plus,11/14/2025,0,878.2
VF-000316,Ayman Gamal El-Gazzar,1081988124,58,Nasr City - Zone 1,Prepaid Basic,12/5/2023,0,651.2
VF-000317,Rana Mohamed Nasser,1075136149,42,Nasr City - Zone 10,Prepaid Plus,7/7/2024,0,829.1
VF-000318,Doaa Omar El-Banna,1070315326,56,,Prepaid Plus,7/14/2025,0,571.8
VF-000319,Mohamed Nabil El-Gazzar,1082337519,57,Nasr City - Zone 7,Postpaid 100,7/26/2025,0,660.8
VF-000320,Ghada Gamal Hassan,1027418007,24,Nasr City - Mostafa El-Nahas,Prepaid Basic,9/4/2025,0,784.6
VF-000321,Amira Magdy Morsy,1091329718,0,Nasr City - Abbas El-Akkad,Postpaid 100,8/24/2025,0,456.4
VF-000322,Walid Lotfy Hanafi,1015456373,44,Nasr City - Zone 10,Prepaid Basic,6/18/2022,0,386.1
VF-000323,Bassam Ramadan El-Sayed,1034011268,30,Nasr City - Mostafa El-Nahas,Prepaid Plus,9/22/2022,0,637.7
VF-000324,Mariam Mahmoud Ramadan,1031230084,29,Nasr City - Mostafa El-Nahas,Postpaid 200,2/3/2023,0,436.3
VF-000325,Salma Farouk Khalil,1038712948,64,Nasr City - Zone 10,Postpaid Business,7/28/2024,0,594.2
VF-000326,Wael Ahmed El-Sharkawi,1050512501,56,Nasr City - Zone 1,POSTPAID 100,3/1/2025,0,895.4
VF-000327,Omar Ahmed Rida,1088135616,40,Nasr City - Zone 3,Prepaid Plus,6/8/2024,0,457
VF-000328,Wael Gamal Ramadan,1022799546,48,Nasr City - Zone 3,Postpaid 200,1/20/2022,0,692
VF-000329,Aya Farouk Mansour,1094851591,25,Nasr City - Zone 7,Postpaid Business,11/9/2025,0,643.7
VF-000330,Khaled Ahmed Qasim,1022090729,64,Nasr City - El Zahraa,Postpaid 200,8/2/2022,0,602.7
VF-000331,Bassam Ramadan Gamal,1027498659,23,Nasr City - El Zahraa,Postpaid Business,6/27/2023,0,741.7
VF-000332,Ibrahim Ali Gamal,1022025190,67,Nasr City - El Zahraa,Postpaid 100,1/30/2022,0,846.9
VF-000333,Hana Nabil Morsy,1041338443,70,Nasr City - El Mirghany,Postpaid Business,2/7/2025,0,508.3
VF-000334,Adel Sayed Mahmoud,1054543739,39,Nasr City - Zone 2,Postpaid 100,5/26/2023,0,529.8
VF-000335,Ashraf Mohamed Salamah,1048119652,55,Nasr City - Mostafa El-Nahas,Prepaid Basic,6/27/2024,0,319.2
VF-000336,Aya Ibrahim Mahmoud,1023368583,36,Nasr City - El Zahraa,Prepaid Plus,10/15/2023,0,556
VF-000337,Ahmed Abdel Badawi,1012465878,37,Nasr City - Zone 10,Postpaid 200,9/19/2023,0,721.1
VF-000338,Sherif Omar Salamah,1055873760,70,Nasr City - Zone 1,Postpaid Business,5/8/2024,0,357.9
VF-000339,Rami Abdel Helmy,1082777382,27,Nasr City - El Zahraa,Postpaid 100,7/12/2022,0,430.5
VF-000340,Rami Hassan Awad,1025889673,54,,Postpaid 100,7/17/2025,0,590.1
VF-000341,Reem Salah Hanafi,1034796255,70,Nasr City - Zone 8,postpaid business,11/13/2024,0,274.7
VF-000342,Walid Ali Nasser,1072916371,67,Nasr City - El Mirghany,Prepaid Plus,2/8/2023,0,792.3
VF-000343,Rami Mohamed Gamal,1068959861,44,Nasr City - Zone 7,Prepaid Plus,10/10/2024,0,246.3
VF-000344,Hossam Ramadan Hanafi,1080495248,38,Nasr City - El Zahraa,Postpaid Business,9/18/2022,0,615.7
VF-000345,Majed Lotfy Salamah,1094644215,65,Nasr City - Zone 1,Postpaid Business,10/1/2023,0,561.3
VF-000346,Rami Sayed Morsy,1070625891,21,Nasr City - Mostafa El-Nahas,Prepaid Plus,4/28/2023,0,780.9
VF-000347,Salma Gamal Rida,1037102854,19,Nasr City - Zone 3,Postpaid 200,8/12/2022,0,827.6
VF-000348,Ali Ibrahim Nasser,1078674708,46,Nasr City - Zone 10,Prepaid Basic,12/26/2022,0,695.1
VF-000349,Mostafa Hassan Ahmed,1069895766,,Nasr City - Zone 1,Postpaid 200,3/12/2024,0,416.7
VF-000350,Sami Fathi El-Banna,1041927492,49,Nasr City - Mostafa El-Nahas,,7/6/2022,0,817.9
VF-000351,Eman Lotfy Khalil,1097681338,70,Nasr City - Zone 7,Prepaid Basic,11/19/2024,0,303.8
VF-000352,Ahmed Ibrahim Mansour,1089855385,29,Nasr City - Zone 3,Postpaid 100,6/30/2022,0,662.6
VF-000353,Noha Nabil Salamah,1073191967,70,Nasr City - Zone 2,Postpaid 200,11/1/2022,0,245.4
VF-000354,Omar Magdy Ibrahim,1052478375,48,Nasr City - Abbas El-Akkad,Postpaid 100,7/12/2023,0,626.2
VF-000355,Amira Mahmoud Morsy,1072395893,32,Nasr City - Zone 8,Prepaid Plus,11/29/2025,0,282.7
VF-000356,Aya Lotfy Ramadan,1047799296,58,Nasr City - Zone 7,Prepaid Basic,5/1/2022,1,340.8
VF-000357,Noha Ramadan Hanafi,1055357116,54,Nasr City - Abbas El-Akkad,Prepaid Basic,12/8/2024,0,335.8
VF-000358,Rania Gamal Rida,1052346074,150,Nasr City - El Zahraa,Prepaid Basic,12/31/2022,0,409.5
VF-000359,Fatima Gamal Salamah,1035149571,58,Nasr City - Mostafa El-Nahas,Prepaid Plus,9/20/2022,0,624
VF-000360,Sara Fathi Farouk,1033489813,41,Nasr City - El Mirghany,Postpaid 100,9/16/2024,0,567.6
VF-000361,Nada Hassan El-Sayed,1029232735,39,Nasr City - El Mirghany,Postpaid Business,3/7/2024,0,742.9
VF-000362,Sami Ramadan Nasser,1089763928,51,Nasr City - Zone 2,Prepaid Basic,3/6/2024,0,852.6
VF-000363,Amr Sayed Awad,1081440849,31,Nasr City - Zone 10,,11/3/2024,0,400.6
VF-000364,Youssef Lotfy Zidan,1048019546,53,Nasr City - Zone 10,Postpaid 100,2/16/2025,0,860.3
VF-000365,Nader Ahmed Hassan,1090010054,42,Nasr City - Zone 1,Prepaid Basic,7/13/2023,0,474.3
VF-000366,Ashraf Lotfy Ibrahim,1072850928,66,Nasr City - El Mirghany,Postpaid Business,3/8/2025,0,265
VF-000367,Adel Omar Zidan,1014061983,43,Nasr City - Zone 3,Postpaid 100,2/6/2024,0,517.3
VF-000368,Majed Ibrahim Salamah,1050549608,70,Nasr City - Zone 2,Postpaid 100,10/21/2022,0,654.6
VF-000369,Sara Gamal El-Sayed,1055929418,70,Nasr City - Abbas El-Akkad,Postpaid 200,6/25/2023,0,597
VF-000370,Mariam Salah El-Masry,1064464708,53,Nasr City - Zone 2,Postpaid 200,12/7/2024,0,415.6
VF-000371,Ali Abdallah Khalil,1070797197,26,Nasr City - Abbas El-Akkad,Prepaid Basic,2/5/2025,0,662.6
VF-000372,Salma Nabil Ibrahim,1027120235,,Nasr City - Zone 1,Postpaid Business,1/22/2023,0,482.9
VF-000373,Mariam Sayed El-Banna,1093914843,19,Nasr City - Zone 7,Postpaid 200,12/25/2021,0,613.1
VF-000374,Bassam Ramadan Khalil,1099934747,-1,Nasr City - El Zahraa,Prepaid Plus,4/21/2024,0,898.2
VF-000375,Ali Hassan Awad,1067137046,69,Nasr City - El Zahraa,Postpaid 200,1/8/2022,0,623.1
VF-000376,Eman Mohamed Helmy,1083305194,49,Nasr City - Zone 7,Postpaid Business,5/30/2024,1,487.6
VF-000377,Khaled Magdy El-Banna,1091882291,66,Nasr City - Zone 8,Postpaid 200,1/9/2023,0,254.8
VF-000378,Eman Ahmed El-Masry,1072979305,52,Nasr City - Zone 1,Postpaid 200,5/18/2023,0,558.9
VF-000379,Shimaa Omar Abdullah,1098089763,58,Nasr City - El Mirghany,Postpaid Business,12/21/2024,0,601
VF-000380,Heba Hassan Morsy,1091043555,35,Nasr City - Zone 8,Postpaid 100,11/3/2025,0,719
VF-000381,Nader Mahmoud Ramadan,1089932574,51,Nasr City - Zone 1,Postpaid 100,6/13/2025,0,877.1
VF-000382,Ghada Mahmoud El-Sayed,1025568500,54,Nasr City - Zone 10,Prepaid Basic,4/27/2022,0,385.1
VF-000383,Karim Ramadan Shahatah,1070239684,34,Nasr City - Zone 3,Postpaid Business,6/26/2023,0,208.3
VF-000384,Salma Omar El-Masry,1062499769,35,Nasr City - Zone 8,Prepaid Basic,6/28/2024,0,658
VF-000385,Tarek Lotfy Mahmoud,1080499776,61,Nasr City - Zone 1,Prepaid Basic,11/8/2025,0,487.9
VF-000386,Ahmed Abdallah Morsy,1027435856,58,Nasr City - Zone 2,Prepaid Basic,6/9/2025,1,799.5
VF-000387,Hassan Sayed Rida,1099600963,60,Nasr City - Zone 2,Postpaid 200,5/15/2024,0,738.6
VF-000388,Nour Omar Khalil,1036933352,34,Nasr City - Zone 3,Postpaid 200,7/13/2025,0,544.2
VF-000389,Sami Omar Hassan,1069845276,20,Nasr City - Zone 2,PostPaid 200,9/19/2022,0,709.3
VF-000390,Yasmin Mohamed Badawi,1019408620,999,Nasr City - El Mirghany,Postpaid 200,6/23/2023,0,482.7
VF-000391,Yasmin Ahmed Awad,1055642455,59,Nasr City - Zone 2,Postpaid 100,12/4/2022,0,797.3
VF-000392,Rana Sayed Nasser,1094931806,42,,Postpaid 100,3/12/2023,0,259.4
VF-000393,Sara Lotfy Awad,1012203625,37,Nasr City - El Mirghany,prepaid basic,5/27/2023,0,876.6
VF-000394,Rania Hassan Hanafi,1075618337,55,Nasr City - Zone 7,Prepaid Basic,9/18/2025,0,714.8
VF-000395,Sherif Ahmed El-Sharkawi,1089328380,70,Nasr City - Zone 2,Postpaid 200,6/30/2022,0,319.5
VF-000396,Rami Gamal Ramadan,1087304983,65,Nasr City - El Zahraa,Postpaid 100,3/30/2025,0,883.1
VF-000397,Omar Omar Ali,1032146747,66,Nasr City - El Zahraa,Prepaid Plus,1/6/2022,0,458.9
VF-000398,Mohamed Fathi Ibrahim,1089689161,18,Nasr City - Zone 1,Prepaid Plus,6/3/2025,0,694.7
VF-000399,Nada Salah Mansour,1034159253,33,Nasr City - Zone 3,Postpaid Business,1/16/2022,0,226.3
VF-000400,Youssef Ibrahim Badawi,1072306017,24,Nasr City - Abbas El-Akkad,Postpaid 100,11/23/2022,0,555.3
VF-000401,Amira Mahmoud Ahmed,1038130660,60,Nasr City - Zone 1,Prepaid Basic,4/22/2022,0,454.9
VF-000402,Mostafa Mohamed Shahatah,1089551741,50,Nasr City - Zone 2,Prepaid Basic,8/8/2024,0,705
VF-000403,Omar Abdel Hanafi,1088529753,44,Nasr City - Zone 7,Postpaid 200,9/7/2024,0,251.5
VF-000404,Sami Abdallah Awad,1086325036,40,Nasr City - Zone 8,Prepaid Plus,1/15/2024,0,289
VF-000405,Eman Mahmoud Ramadan,1040830120,68,Nasr City - Abbas El-Akkad,Prepaid Plus,9/6/2022,0,879.1
VF-000406,Fatima Farouk Hanafi,1089426243,33,Nasr City - Zone 7,Postpaid 100,6/27/2023,0,605.6
VF-000407,Rami Magdy Salamah,1084958851,48,Nasr City - Zone 2,Postpaid 200,2/22/2023,0,368.4
VF-000408,Mohamed Fathi Qasim,1013276720,37,Nasr City - Zone 3,Postpaid 200,9/21/2022,0,723.1
VF-000409,Ghada Mohamed El-Banna,1014390822,58,Nasr City - Zone 2,Postpaid 200,1/18/2022,0,433
VF-000410,Hossam Gamal Hanafi,1059068774,21,Nasr City - Mostafa El-Nahas,Postpaid 100,8/19/2025,0,277.7
VF-000411,Khaled Gamal Farouk,1038158070,52,Nasr City - Zone 2,Postpaid 200,9/1/2022,0,809.8
VF-000412,Ali Nabil Zidan,1073104323,46,Nasr City - El Mirghany,Postpaid Business,12/20/2022,0,780.7
VF-000413,Youssef Salah Ibrahim,1020327693,23,Nasr City - El Zahraa,Prepaid Plus,4/21/2024,0,870.8
VF-000414,Hussein Farouk Qasim,1096528081,52,Nasr City - Zone 3,POSTPAID 100,12/23/2023,0,494.1
VF-000415,Shimaa Gamal Awad,1081157706,59,Nasr City - Zone 10,Postpaid 200,8/5/2022,0,666.1
VF-000416,Mona Fathi Zidan,1032328873,36,Nasr City - Zone 1,Prepaid Plus,12/10/2023,0,399.1
VF-000417,Mostafa Abdel Hassan,1059616555,20,Nasr City - Zone 10,Postpaid Business,3/18/2025,0,508.6
VF-000418,Bassam Sayed Hassan,1052978923,19,Nasr City - El Zahraa,Postpaid 200,2/8/2025,0,863.5
VF-000419,Shimaa Hassan Ramadan,1074287772,54,Nasr City - El Mirghany,Postpaid 100,1/21/2022,0,278.6
VF-000420,Aya Ali El-Masry,1047302753,21,Nasr City - Abbas El-Akkad,Prepaid Plus,8/26/2022,0,568.5
VF-000421,Rana Fathi El-Masry,1058461306,,Nasr City - Abbas El-Akkad,Postpaid Business,8/10/2025,0,835.9
VF-000422,Doaa Lotfy Ibrahim,1066885794,31,Nasr City - El Mirghany,Postpaid 200,6/10/2023,0,402
VF-000423,Sara Ramadan Ibrahim,1072024691,18,Nasr City - El Zahraa,Postpaid 100,8/7/2023,0,322.4
VF-000424,Essam Sayed Khalil,1040134594,55,Nasr City - Zone 8,prepaid basic,10/14/2022,0,717.9
VF-000425,Salma Mahmoud Shahatah,1076176080,62,Nasr City - Zone 7,Prepaid Basic,4/2/2025,0,735.3
VF-000426,Mariam Nabil Badawi,1017853132,64,Nasr City - Abbas El-Akkad,Prepaid Basic,6/19/2024,0,314
VF-000427,Nour Sayed El-Sharkawi,1034595062,51,Nasr City - Zone 2,Postpaid Business,11/1/2024,0,736.5
VF-000428,Heba Nabil Hassan,1079547700,52,Nasr City - Abbas El-Akkad,Postpaid 100,2/11/2025,0,209
VF-000429,Essam Abdallah Ramadan,1025296356,,Nasr City - Abbas El-Akkad,Postpaid Business,12/9/2022,0,698.8
VF-000430,Dina Salah Morsy,1025917805,51,Nasr City - Zone 10,Prepaid Plus,12/10/2021,0,413.3
VF-000431,Rami Ibrahim Ibrahim,1014401363,19,Nasr City - El Mirghany,Postpaid 200,9/6/2025,0,337.4
VF-000432,Hany Ibrahim Ramadan,1034800996,25,Nasr City - Abbas El-Akkad,Prepaid Plus,8/17/2022,0,830.8
VF-000433,Hana Magdy El-Gazzar,1023301739,64,Nasr City - Abbas El-Akkad,Prepaid Plus,2/2/2023,0,599.2
VF-000434,Wael Ibrahim El-Sayed,1069010948,50,Nasr City - El Mirghany,Postpaid 100,1/3/2022,0,612.6
VF-000435,Mariam Gamal Hassan,1058486215,47,Nasr City - Zone 2,Postpaid Business,2/27/2025,0,547.1
VF-000436,Doaa Abdel Abdel-Aziz,1073844258,44,Nasr City - Zone 8,Postpaid 200,9/20/2026,0,799.7
VF-000437,Omar Hassan Salamah,1036720922,43,Nasr City - Abbas El-Akkad,Prepaid Basic,12/22/2024,0,245.3
VF-000438,Shimaa Omar El-Gazzar,1064283500,68,Nasr City - El Zahraa,Postpaid 100,4/3/2023,0,666.7
VF-000439,Sherif Hassan Mahmoud,1034037816,24,Nasr City - Zone 1,Prepaid Basic,2/16/2023,0,674.7
VF-000440,Doaa Abdallah El-Sharkawi,1056119311,60,Nasr City - El Mirghany,Postpaid 200,2/3/2023,0,383.2
VF-000441,Karim Salah El-Masry,1084714519,42,Nasr City - El Mirghany,Postpaid 200,9/20/2025,0,223
VF-000442,Amira Ibrahim Helmy,1073057955,61,Nasr City - El Mirghany,Postpaid Business,1/29/2022,0,577.6
VF-000443,Reem Gamal Abdullah,1056825449,19,Nasr City - Abbas El-Akkad,Prepaid Basic,3/15/2025,0,785.9
VF-000444,Salma Nabil Abdullah,1089528254,60,Nasr City - Zone 7,Prepaid Plus,8/9/2024,0,653.7
VF-000445,Sami Farouk Helmy,1088918579,50,Nasr City - El Zahraa,Postpaid100,10/22/2025,0,687.2
VF-000446,Tarek Fathi Badawi,1068517739,69,Nasr City - Zone 10,Prepaid Plus,6/22/2022,0,409.7
VF-000447,Nour Sayed Helmy,1087603784,43,Nasr City - Zone 7,Postpaid Business,5/28/2025,0,702.4
VF-000448,Sherif Sayed Badawi,1036853878,69,Nasr City - Zone 8,Postpaid 200,3/15/2022,0,578
VF-000449,Amr Fathi El-Sayed,1092466364,60,Nasr City - El Mirghany,Postpaid 100,5/6/2022,0,572.9
VF-000450,Dina Abdel Ali,1018647316,65,Nasr City - Zone 8,Postpaid 200,8/15/2023,0,423.1
VF-000451,Karim Abdel Hassan,1051680049,27,Nasr City - Zone 7,Prepaid Basic,7/18/2024,0,757.9
VF-000452,Mohamed Omar Ramadan,1015668332,69,Nasr City - Zone 8,Postpaid Business,12/7/2024,0,651
VF-000453,Rami Nabil Qasim,1086634749,60,Nasr City - Zone 2,Postpaid 200,2/18/2025,0,365.2
VF-000454,Amira Ali Farouk,1062338292,56,Nasr City - Zone 2,Postpaid 100,1/28/2024,0,782.6
VF-000455,Doaa Farouk Gamal,1025161415,55,Nasr City - Zone 1,Postpaid 200,12/6/2022,0,462.3
VF-000456,Amira Nabil Khalil,1098882124,37,Nasr City - Zone 1,Postpaid Business,9/22/2025,0,789
VF-000457,Mariam Lotfy El-Banna,1062744287,33,Nasr City - El Mirghany,Postpaid 200,11/16/2025,0,836.9
